ClinicID,State,Name,Street.Address,City,Latitude,Longitude,Full_Address,County,FIPS,County_RUC,County_Population,County_Land
C136,California,Santa Clarita Medical and Mental Health Services,24625 Arch St.,Newhall,34.3852073,-118.5294887,"24625, Arch Street, Newhall, Santa Clarita, Los Angeles County, California, 91321, United States of America",los angeles,6037,1,10105722,4058.681
C137,California,Sepulveda VA Opioid Treatment Program,16111 Plummer St.,Northridge,34.2427516,-118.5457011,"Plummer Street, Northridge, Los Angeles, Los Angeles County, California, 91324, United States of America",los angeles,6037,1,10105722,4058.681
C138,California,Western Pacific Norwalk Medical,11902 E. Rosecrans Ave.,Norwalk,33.9022,-118.079665,,los angeles,6037,1,10105722,4058.681
C139,California,14th St. Clinic,1124 International Blvd.,Oakland,37.7731085,-122.2165991,"International Boulevard, Oakland, Alameda County, California, 94601, United States of America",alameda,6001,1,1629615,737.311
C140,California,"Humanistic Alternatives to Addiction Research and Treatment Â HAART Â Oakland, Inc.",10850 MacArthur Blvd.,Oakland,37.7800163,-122.1869899,"MacArthur Boulevard, Seminary Park, Oakland, Alameda County, California, 94619, United States of America",alameda,6001,1,1629615,737.311
C141,California,Mental Health Program,525 21st Street,Oakland,37.81067802,-122.270933,"525, 21st Street, Uptown, Oakland, Alameda County, California, 94612, United States of America",alameda,6001,1,1629615,737.311
C142,California,"Lifeline Treatment Services, Inc.",10429 International Boulevard,Oakland,37.73930225,-122.1671312,"10429, International Boulevard, Elmhurst, Oakland, Alameda County, California, 2952, United States of America",alameda,6001,1,1629615,737.311
C143,California,"SOAP MAT, LLC",3230 Waring Court,Oceanside,33.18745888,-117.290622,"3230, Waring Court, Talich, Oceanside, San Diego County, California, 92056, United States of America",san diego,6073,1,3283665,4210.222
C144,California,"Mission Treatment Services, Inc.",1919 Apple Street,Oceanside,33.194832,-117.356369,"1919, Apple Street, Escondido Junction, Oceanside, San Diego County, California, 92054, United States of America",san diego,6073,1,3283665,4210.222
C145,California,"Aegis Treatment Centers, LLC","125 West \F\"" Street""",Ontario,34.06936586,-117.6516134,"125, West F Street, Ontario, San Bernardino County, California, 91762, United States of America",san bernardino,6071,1,2121220,20067.882
C146,California,"Aegis Treatment Centers, LLC",2055 Saviers Rd.,Oxnard,34.1725463,-119.1775063,"Saviers Road, Pleasant Valley Mobile Home Park, Oxnard, Ventura County, California, 93033-3245, United States of America",ventura,6111,2,847834,1842.479
C147,California,"WCHS, Inc.",1330 North Indian Canyon Dr.,Palm Springs,33.84091,-116.545486,"1330, North Indian Canyon Drive, Old Las Palmas, Palm Springs, Riverside County, California, 92262, United States of America",riverside,6065,1,2355002,7208.981
C148,California,Palmdale Medical and Mental Health Services,2720 E. Palmdale Blvd.,Palmdale,34.58011551,-118.078784,"2720, East Palmdale Boulevard, Palmdale, Los Angeles County, California, 93550, United States of America",los angeles,6037,1,10105722,4058.681
C149,California,Tarzana Treatment Centers Inc,320 East Palmdale Blvd.,Palmdale,34.5796982,-118.1216665,"320, East Palmdale Boulevard, Palmdale, Los Angeles County, California, 93550, United States of America",los angeles,6037,1,10105722,4058.681
C150,California,Western Pacific Rehabilitation (Panorama),9462 Van Nuys Blvd.,Panorama City,34.2411487,-118.4502555,"Van Nuys Boulevard, Panorama City, Los Angeles, Los Angeles County, California, 91402, United States of America",los angeles,6037,1,10105722,4058.681
C151,California,"Aegis Treatment Centers, LLC",1450 N. Lake Avenue,Pasadena,34.17091286,-118.1320523,"1450, North Lake Avenue, Washington Square, Pasadena, Los Angeles County, California, 91104, United States of America",los angeles,6037,1,10105722,4058.681
C152,California,El Dorado Community Services Center,5200 San Gabriel Pl.,Pico Rivera,33.99831302,-118.0840352,"5200, San Gabriel Place, Pico Rivera, Los Angeles County, California, 90660, United States of America",los angeles,6037,1,10105722,4058.681
C153,California,Tavarua Health Services,8207 Whittier Blvd.,Pico Rivera,34.00667347,-118.0960021,"8207, Whittier Boulevard, Pico Rivera, Los Angeles County, California, 90660, United States of America",los angeles,6037,1,10105722,4058.681
C154,California,"Aegis Treatment Centers, LLC",1050 North Garey Ave.,Pomona,34.06822867,-117.7519343,"1050, North Garey Avenue, Pomona, Los Angeles County, California, 91767, United States of America",los angeles,6037,1,10105722,4058.681
C155,California,Addiction Research and Treatment Inc,89 East Mill Avenue,Porterville,36.06864678,-119.0144222,"89, East Mill Avenue, Plano, Porterville, Tulare County, California, 93257, United States of America",tulare,6107,2,458809,4824.3
C156,California,"Aegis Treatment Centers, LLC",1147 Hartnell Avenue,Redding,40.56391929,-122.3517407,"1147, Hartnell Avenue, Enterprise, Redding, Shasta County, California, 96002, United States of America",shasta,6089,3,178919,3775.464
C157,California,"Aegis Treatment Centers, LLC",1889 West Redlands Boulevard,Redlands,34.0572722,-117.1842361,"W Redlands Boulevard, Lugonia Homes, Redlands, San Bernardino County, California, 92373-4709, United States of America",san bernardino,6071,1,2121220,20067.882
C158,California,Western Pacific Valley Medical,7232 Canby Ave.,Reseda,34.20177749,-118.5346589,"7232, Canby Avenue, Reseda, Los Angeles, Los Angeles County, California, 91335, United States of America",los angeles,6037,1,10105722,4058.681
C159,California,BAART Behavioral Health Services,1313 Cutting Blvd.,Richmond,37.9253884,-122.3565481,"1313, Cutting Boulevard, Easter Hill Village, Richmond, Contra Costa County, California, 94804, United States of America",contra costa,6013,1,1123678,717.078
C160,California,"WCHS, Inc.",1021 West La Cadena Drive,Riverside,33.9959983,-117.3562307,"West la Cadena Drive, Riverside Junction, Riverside, Riverside County, California, 92501, United States of America",riverside,6065,1,2355002,7208.981
C161,California,"Aegis Treatment Centers, LLC","1133 Coloma Way, #C",Roseville,38.73640872,-121.2739907,"1133, Coloma Way, Roseville, Placer County, California, 95661, United States of America",placer,6061,1,374985,1407.075
C162,California,"MedMark Treatment Centers  Sacramento, Inc.","7240 East South Gate Dr., Ste. G",Sacramento,38.49471489,-121.4375075,"7240, East Southgate Drive, Parkway, Sacramento County, California, 95823, United States of America",sacramento,6067,1,1495400,965.247
C163,California,"Treatment Associates, Inc.",7225 E. Southgate Drive,Sacramento,38.49505148,-121.436752,"7225, East Southgate Drive, Parkway, Sacramento County, California, 95823, United States of America",sacramento,6067,1,1495400,965.247
C164,California,"C.O.R.E. Medical Clinic, Inc.",2100 Capitol Avenue,Sacramento,38.572892,-121.479886,"2100, Capitol Avenue, Land Park, Sacramento, Sacramento County, California, 95816, United States of America",sacramento,6067,1,1495400,965.247
C165,California,Bi-Valley Medical Clinic and BAART Behavioral Health Services,310 Harris Ave.,Sacramento,38.63856298,-121.4572105,"310, Harris Avenue, Northgate, Del Paso, Sacramento, Sacramento County, California, 95838, United States of America",sacramento,6067,1,1495400,965.247
C166,California,Community Human Services Off Main Clinic,1083 South Main St.,Salinas,36.66010927,-121.6585402,"1083, South Main Street, Salinas, Monterey County, California, 93901, United States of America",monterey,6053,2,433168,3281.721
C167,California,Valley Health Associates,338 Monterey Street,Salinas,36.6725613,-121.6538043,"Valley Health Associates, 338, Monterey Street, Spreckels Junction, Salinas, Monterey County, California, 93901, United States of America",monterey,6053,2,433168,3281.721
C168,California,Eldorado Community Service Center,1733 Euclid Ave.,San Diego,32.72346767,-117.0848444,"1733, Euclid Avenue, Webster, Emerald Hills, San Diego, San Diego County, California, 92105, United States of America",san diego,6073,1,3283665,4210.222
C169,California,"Progressive Medical Specialists, INC",4974 El Cajon Blvd.,San Diego,32.7553817,-117.1249587,"El Cajon Boulevard, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92116, United States of America",san diego,6073,1,3283665,4210.222
C170,California,Fashion Valley Comp Treatment Center,7545 Metropolitan Drive,San Diego,32.776489,-117.158364,"7545, Metropolitan Drive, Civita, Mission Valley, San Diego, San Diego County, California, 92108, United States of America",san diego,6073,1,3283665,4210.222
C171,California,"Mission Treatment Services, Inc.",8898 Clairemont Boulevard,San Diego,32.8195052,-117.1823399,"Clairemont, San Diego, San Diego County, California, 92117, United States of America",san diego,6073,1,3283665,4210.222
C172,California,"Bayview Hunters Point Foundation for Community Improvement, Inc.",1625 Carroll Avenue,San Francisco,37.72505644,-122.3936829,"1625, Carroll Avenue, Bayview District, San Francisco, San Francisco City and County, California, 94124, United States of America",san francisco,6075,1,864263,46.901
C173,California,Fort Help Mission Inc.,1101 Capp Street,San Francisco,37.74896482,-122.4171408,"1101, Capp Street, San Francisco, San Francisco City and County, California, 94110, United States of America",san francisco,6075,1,864263,46.901
C174,California,Opiate Treatment Outpatient Program San Francisco General Hospital,1001 Potrero Ave.,San Francisco,37.75681035,-122.4052532,"San Francisco General Hospital, 1001, Potrero Avenue, Potrero Hill, San Francisco, San Francisco City and County, California, 94158, United States of America",san francisco,6075,1,864263,46.901
C175,California,Fort Help,915 Bryant St.,San Francisco,37.77382965,-122.4048335,"915, Bryant Street, West SoMa, San Francisco, San Francisco City and County, California, 94103, United States of America",san francisco,6075,1,864263,46.901
C176,California,BAART Behavioral Health Services,433 Turk Street,San Francisco,37.782237,-122.416323,"433, Turk Street, Tenderloin, San Francisco, San Francisco City and County, California, 94102, United States of America",san francisco,6075,1,864263,46.901
C177,California,VAMC Â San Francisco Substance Abuse Treatment Clinic,4150 Clement St.,San Francisco,37.7824221,-122.5054093,"San Francisco VA Medical Center, 4150, Clement Street, Seacliff, San Francisco, San Francisco City and County, California, 94121-1545, United States of America",san francisco,6075,1,864263,46.901
C178,California,Central Valley Methadone Clinic,2425 Enborg Lane,San Jose,37.311112,-121.938528,"2425, Enborg Lane, Fruitdale, San Jose, Santa Clara County, California, 95128, United States of America",santa clara,6085,1,1911226,1291.084
C179,California,Alexian Health Clinic,2101 Alexian Drive,San Jose,37.359221,-121.84846,"2101, Alexian Drive, Little Portugal, San Jose, Santa Clara County, California, 95116, United States of America",santa clara,6085,1,1911226,1291.084
C180,California,"San Diego Health Alliance, Inc.",1560 Capalina Rd.,San Marcos,33.1511644,-117.19454,"1560, Capalina Road, Villa Vista Estates Mobil Home Park, San Marcos, San Diego County, California, 92069, United States of America",san diego,6073,1,3283665,4210.222
C181,California,South County Methadone Clinic,90 West Highland Avenue,San Martin,37.07000016,-121.6159434,"90, Highland Avenue, Sig Sanchez Government Center, Rucker, San Martin, Santa Clara County, California, 95046, United States of America",santa clara,6085,1,1911226,1291.084
C182,California,"Marin Treatment Center, Inc.",1466 Lincoln Ave.,San Rafael,37.97990636,-122.521914,"1466, Lincoln Avenue, Cerro, San Rafael, Marin County, California, 94901, United States of America",marin,6041,1,260814,520.447
C183,California,"California Treatment Services, Inc.",2101 E. 1st St.,Santa Ana,33.74545624,-117.837159,"2101, East 1st Street, Santa Ana, Orange County, California, 92705, United States of America",orange,6059,1,3155816,792.808
C184,California,"Aegis Treatment Centers, LLC",4129 State St.,Santa Barbara,34.439741,-119.760703,"4129, State Street, Las Positas, El Sueno, Santa Barbara County, California, 93110, United States of America",santa barbara,6083,2,442996,2735.177
C185,California,Janus of Santa Cruz,1000 A Emeline Ave.,Santa Cruz,36.989973,-122.017629,"1000, Emeline Avenue, Carbonera, Eastside, Santa Cruz, Santa Cruz County, California, 95060, United States of America",santa cruz,6087,2,273263,445.097
C186,California,"Aegis Treatment Centers, LLC",115 East Fesler St.,Santa Maria,34.95653529,-120.435559,"115, East Fesler Street, North Santa Maria, Santa Maria, Santa Barbara County, California, 93454, United States of America",santa barbara,6083,2,442996,2735.177
C187,California,"Santa Rosa Treatment Program, Inc.",1901 Cleveland Ave.,Santa Rosa,38.45500929,-122.7264782,"1901, Cleveland Avenue, Roseland, Santa Rosa, Sonoma County, California, 95401, United States of America",sonoma,6097,2,500943,1575.597
C188,California,"Aegis Treatment Centers, LLC",660 East Los Angeles Avenue,Simi Valley,34.27043375,-118.7846688,"Vons 2163, 660, East Los Angeles Avenue, Greek Track, Strathearn, Simi Valley, Ventura County, California, 93065, United States of America",ventura,6111,2,847834,1842.479
C189,California,Western Pacific Rehabilitation (Stanton),10751 Dale St.,Stanton,33.806555,-117.984599,"10751, Dale Street, Clair, Stanton, Orange County, California, 90680, United States of America",orange,6059,1,3155816,792.808
C190,California,"Healthy Connections, Inc.",1947 N. California Street,Stockton,37.93292233,-121.2790584,"1947, California Street, The Homestead, Stockton, San Joaquin County, California, 95206, United States of America",san joaquin,6077,2,724153,1392.336
C191,California,5th Street Medical Clinic,1839 S. El Dorado Street,Stockton,37.9330805,-121.2847882,"1839, South El Dorado Street, The Homestead, Stockton, San Joaquin County, California, 95202, United States of America",san joaquin,6077,2,724153,1392.336
C192,California,"MedMark Treatment Centers  Stockton, Inc.",1111 N. El Dorado St.,Stockton,37.9637512,-121.2928967,"1111, North El Dorado Street, El Pinal, Stockton, San Joaquin County, California, 95202, United States of America",san joaquin,6077,2,724153,1392.336
C193,California,"Aegis Treatment Centers, LLC","8626 Lower Sacramento Rd., #41",Stockton,38.02900955,-121.3215132,"8626, Lower Sacramento Road, Lincoln Village, Stockton, San Joaquin County, California, 95207-4115, United States of America",san joaquin,6077,2,724153,1392.336
C194,California,"Tarzana Treatment Center, Inc.",18646 Oxnard St.,Tarzana,34.1799001,-118.539511,"18646, Oxnard Street, Tarzana, Los Angeles, Los Angeles County, California, 91356, United States of America",los angeles,6037,1,10105722,4058.681
C195,California,Kings View Substance Abuse Program  Tulare County,559 East Bardsley Ave.,Tulare,36.1967044,-119.3190431,"East Bardsley Avenue, Tulare, Tulare County, California, 93274, United States of America",tulare,6107,2,458809,4824.3
C196,California,MedMark Treatment Centers Vallejo,1628 Broadway,Vallejo,38.244046,-122.4491206,"Broadway, Embarcadero, Sonoma County, California, 95476, United States of America",sonoma,6097,2,500943,1575.597
